user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,risco,origem
1920,1,4,5,792,1,2,0,4,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1921,0,91,97,665,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,426,571,0,583,0,0,16,38,119,553,0,649,198,Médio,original
1922,28,166,226,1791,2,5,27,133,50,149,10,217,1,67,2,44,23,46,0,67,49,54,92,167,15,139,19,4,0,3,47,611,0,652,655,Alto,original
1923,0,91,97,576,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,297,481,0,487,0,0,7,30,150,677,0,303,295,Médio,original
1924,1,10,3,1146,1,3,0,10,0,18,0,165,1,33,0,41,0,41,0,33,28,27,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1925,0,0,0,1793,1,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1926,0,0,1,585,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1927,0,91,97,1556,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,105,152,0,156,0,0,3,3,45,806,0,573,624,Médio,original
1928,0,8,1,290,1,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1929,2,10,4,837,1,4,0,10,0,18,0,85,1,301,0,293,0,281,0,301,247,259,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1930,0,6,0,1237,2,6,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1931,0,0,1,678,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1932,0,90,97,1240,2,4,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,50,53,0,56,0,0,0,0,12,719,0,103,721,Baixo,original
1933,39,337,257,96,1,2,75,273,103,131,24,17,1,53,28,10,32,14,9,53,44,39,106,173,48,121,16,20,4,3,33,792,0,531,698,Alto,original
1934,1,10,1,1765,1,4,0,10,0,18,0,211,1,185,0,162,0,156,0,185,149,152,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1935,0,0,0,1592,2,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1936,0,7,1,1284,1,3,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1937,9,214,122,1460,3,6,0,192,1,234,1,229,1,35,8,36,0,44,8,35,30,28,146,226,12,231,0,12,2,6,49,444,0,713,553,Alto,original
1938,0,91,97,1627,0,4,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,469,708,56,716,0,0,23,71,242,504,4,502,68,Alto,original
1939,1,226,147,908,1,2,0,212,0,251,0,167,1,206,0,187,0,182,0,206,167,170,248,461,0,468,0,0,5,35,113,977,0,659,318,Alto,original
1940,0,12,4,1678,1,3,4,8,0,16,0,327,1,345,0,308,105,302,0,345,284,296,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1941,0,0,0,1176,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1942,0,164,83,1188,2,4,0,146,0,189,0,327,0,0,0,0,0,0,0,0,0,0,74,179,0,182,0,0,2,1,65,634,0,141,600,Médio,original
1943,0,0,0,1473,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1944,9,151,191,1471,1,2,2,144,29,170,12,87,1,292,80,270,8,265,32,292,239,253,54,63,8,60,0,0,2,2,12,901,0,49,722,Alto,original
1945,0,7,1,886,3,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1946,0,0,1,1537,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1947,0,0,0,443,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1948,0,0,1,1157,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1949,0,8,1,1444,1,3,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1950,0,0,0,1682,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1951,1,229,145,1360,1,3,0,217,1,254,1,171,0,0,0,0,0,0,0,0,0,0,498,740,0,747,0,0,30,74,263,315,0,560,35,Médio,original
1952,0,0,0,201,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1953,1,11,5,1135,1,4,0,11,1,18,0,97,1,4,0,2,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1954,1,172,248,731,1,5,57,127,49,141,9,258,1,80,0,18,57,16,0,80,62,65,219,370,38,286,47,12,6,19,70,731,1,772,509,Alto,original
1955,0,0,1,1254,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1956,0,181,97,87,0,3,0,158,91,90,0,327,1,120,23,101,0,104,0,120,96,99,422,652,37,659,0,0,13,54,207,562,0,218,127,Alto,original
1957,0,0,0,1542,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1958,0,0,1,1364,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1959,1,311,215,1478,1,2,79,189,0,232,0,300,1,249,0,208,85,204,0,249,201,207,268,388,0,340,43,0,4,15,61,945,0,117,439,Alto,original
1960,0,74,82,1743,2,6,0,71,0,101,0,327,0,0,0,0,0,0,0,0,0,0,488,758,94,765,0,74,32,100,305,643,2,352,22,Alto,original
1961,1,162,218,478,2,6,45,104,0,143,0,254,1,91,11,39,56,49,11,91,70,75,470,680,59,630,82,48,29,49,234,376,1,606,163,Alto,original
1962,0,91,97,1167,2,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,329,538,0,549,0,0,14,32,182,763,0,408,233,Médio,original
1963,0,6,0,785,0,5,0,6,10,4,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1964,0,0,0,1491,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1965,0,107,117,49,3,6,6,100,15,126,4,327,1,24,6,26,0,32,6,24,23,22,118,152,3,153,0,3,1,7,18,482,0,870,629,Alto,original
1966,1,134,166,878,1,2,0,132,0,169,0,51,0,0,0,0,0,0,0,0,0,0,77,106,0,112,0,0,6,3,25,107,0,974,669,Médio,original
1967,0,97,105,1698,2,6,2,93,9,124,1,327,1,308,96,261,8,287,61,308,255,263,63,85,10,82,0,10,3,1,22,501,0,696,704,Alto,original
1968,0,6,1,891,2,4,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1969,0,91,97,930,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,184,227,0,237,0,0,4,10,43,346,0,490,540,Médio,original
1970,0,0,0,1659,1,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1971,1,2,3,86,1,4,0,2,0,10,0,105,1,303,0,296,0,286,0,303,248,264,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1972,0,0,1,774,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1973,0,0,0,750,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1974,1,231,156,1024,1,2,0,219,0,256,0,143,1,279,0,254,0,247,0,279,227,239,93,103,0,109,0,0,0,4,16,793,0,645,672,Alto,original
1975,0,180,97,791,2,4,0,157,0,199,0,327,0,0,0,0,0,0,0,0,0,0,66,149,0,152,0,0,5,0,40,636,1,415,628,Alto,original
1976,0,8,0,1496,0,5,0,8,10,6,0,327,1,118,32,90,0,102,0,118,93,98,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1977,0,0,0,1174,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1978,0,3,4,1134,1,3,3,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1979,0,91,97,228,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,380,676,72,681,0,58,17,65,226,861,1,139,110,Alto,original
1980,1,10,4,1524,1,3,0,10,0,18,0,85,1,224,0,208,0,204,0,224,181,183,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1981,1,295,209,770,0,4,52,199,102,91,11,316,1,334,92,265,96,298,16,334,273,285,129,150,9,121,20,0,7,9,28,451,0,304,666,Alto,original
1982,1,5,5,978,3,6,0,5,0,13,0,23,1,232,43,160,52,164,24,232,184,190,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1983,1,149,189,197,1,3,0,143,1,180,1,27,1,264,0,232,0,229,0,264,214,224,448,667,0,680,0,0,17,47,220,416,2,487,102,Alto,original
1984,0,9,2,794,2,6,3,6,0,14,0,327,1,172,28,109,62,122,25,172,137,140,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1985,2,145,182,650,1,3,0,139,0,176,0,32,0,0,0,0,0,0,0,0,0,0,263,296,0,310,0,0,4,12,45,464,0,232,468,Médio,original
1986,0,91,97,979,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,386,679,89,681,0,69,19,15,284,229,3,310,122,Alto,original
1987,0,0,1,1390,1,4,0,0,0,8,0,327,1,221,0,203,0,198,0,221,180,180,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1988,1,250,168,1717,1,3,0,242,0,275,0,116,1,105,0,96,0,89,0,105,83,90,356,553,0,566,0,0,7,44,201,751,1,180,217,Alto,original
1989,0,27,26,873,1,5,0,23,0,35,0,327,0,0,0,0,0,0,0,0,0,0,208,372,0,388,0,0,5,18,93,949,1,418,394,Alto,original
1990,0,0,1,50,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1991,0,179,97,69,1,4,0,156,0,198,0,327,0,0,0,0,0,0,0,0,0,0,251,482,0,488,0,0,5,16,149,86,0,587,294,Médio,original
1992,0,91,97,1070,1,2,0,87,77,62,0,327,0,0,0,0,0,0,0,0,0,0,214,306,0,321,0,0,6,11,73,829,0,133,458,Médio,original
1993,0,91,97,312,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,86,84,0,88,0,0,3,0,10,148,1,719,691,Alto,original
1994,0,91,97,394,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,150,368,0,385,0,0,10,9,142,664,0,819,396,Médio,original
1995,1,12,6,307,2,4,3,9,0,17,0,111,1,238,0,205,68,201,0,238,191,196,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1996,42,344,262,546,1,2,0,281,107,308,26,13,1,102,0,93,0,87,0,102,81,88,85,119,0,124,0,0,6,3,34,74,0,600,657,Alto,original
1997,0,91,97,1023,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,194,308,0,323,0,0,9,3,68,14,0,873,456,Médio,original
1998,0,7,1,126,1,4,0,7,0,15,0,327,1,187,0,166,0,158,0,187,152,153,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1999,1,14,7,459,1,4,0,14,3,19,0,126,1,140,11,127,2,126,1,140,108,114,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
336,0,87,94,110,1,5,0,83,0,117,0,327,0,0,0,0,0,0,0,0,0,0,266,543,60,536,0,49,13,51,192,914,1,603,257,Alto,sintetico
950,0,251,178,273,1,5,3,240,56,233,21,206,1,135,43,91,6,116,30,135,103,111,315,638,95,605,1,59,6,54,227,905,0,275,242,Alto,sintetico
824,0,75,79,1659,2,4,0,71,0,100,0,327,0,0,0,0,0,0,0,0,0,0,281,445,20,450,0,20,10,19,129,759,1,317,338,Alto,sintetico
747,20,302,200,755,2,2,18,219,51,254,13,176,0,37,0,28,11,30,0,37,29,28,23,23,0,25,0,0,1,1,9,16,0,79,752,Alto,sintetico
1226,1,9,4,1085,2,5,1,8,0,15,0,75,1,319,38,291,34,292,23,319,264,274,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1731,3,330,250,911,1,4,83,262,0,295,0,53,1,75,0,41,35,42,0,75,57,60,288,440,0,392,57,0,8,14,110,331,0,460,390,Alto,sintetico
199,0,71,76,1496,0,3,0,68,28,58,0,327,0,0,0,0,0,0,0,0,0,0,488,756,27,765,0,0,33,90,291,615,3,429,14,Alto,sintetico
831,1,247,169,88,1,2,4,235,52,233,12,294,1,179,54,152,4,153,13,179,144,148,262,492,61,480,0,10,9,32,144,881,0,318,317,Alto,sintetico
388,0,0,1,1621,0,4,0,0,8,1,0,306,1,312,35,285,0,291,0,312,255,262,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1211,1,7,6,1288,2,4,3,3,0,11,0,139,1,329,48,278,92,284,17,329,271,281,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1535,0,91,97,1708,1,2,0,87,69,69,0,327,0,0,0,0,0,0,0,0,0,0,194,234,3,240,0,0,7,11,40,186,1,732,536,Alto,sintetico
205,1,220,132,599,2,5,0,202,0,242,0,203,1,24,4,28,0,32,4,24,22,23,206,256,7,261,0,7,7,5,50,264,0,862,521,Alto,sintetico
1395,0,90,97,301,2,4,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,399,578,13,587,0,13,17,24,153,247,1,310,195,Alto,sintetico
569,0,98,107,1103,2,4,0,95,0,133,0,273,0,0,0,0,0,0,0,0,0,0,413,611,0,624,0,0,16,29,162,209,1,438,156,Alto,sintetico
1674,0,5,4,382,1,5,3,2,0,9,0,217,1,49,4,20,25,21,4,49,37,40,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1250,0,90,97,486,1,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,326,499,0,506,0,0,8,20,135,138,1,303,270,Alto,sintetico
1755,0,90,97,907,0,3,0,86,4,117,0,327,0,0,0,0,0,0,0,0,0,0,407,734,2,741,0,0,10,87,270,915,1,564,40,Alto,sintetico
885,0,10,2,456,1,4,0,10,2,15,0,327,1,43,12,42,0,53,3,43,37,33,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
643,0,170,91,651,2,3,20,108,0,136,0,327,1,63,2,55,13,59,0,63,50,47,0,0,0,0,0,0,0,0,2,4,0,0,777,Alto,sintetico
1708,0,8,1,445,2,5,0,8,0,15,0,327,1,21,24,19,1,27,18,21,21,18,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
639,0,109,122,994,1,4,0,107,1,144,0,199,0,0,0,0,0,0,0,0,0,0,420,598,0,611,0,0,9,31,133,382,2,615,169,Alto,sintetico
313,0,90,96,146,1,3,0,86,0,122,0,327,0,0,0,0,0,0,0,0,0,0,426,698,9,704,0,7,24,67,236,757,1,501,79,Alto,sintetico
154,1,265,178,998,2,3,42,203,26,223,7,306,0,0,0,0,0,0,0,0,0,0,297,546,30,505,43,0,10,25,162,465,2,460,284,Alto,sintetico
1696,0,73,76,1507,1,2,0,69,0,96,0,320,0,0,0,0,0,0,0,0,0,0,381,614,0,627,0,0,22,43,190,503,1,568,155,Alto,sintetico
203,0,89,95,487,1,3,0,85,0,121,0,327,0,0,0,0,0,0,0,0,0,0,430,593,0,606,0,0,11,31,128,658,1,188,176,Alto,sintetico
465,1,9,1,674,2,6,0,9,0,16,0,198,1,116,55,78,0,100,40,116,88,100,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
610,0,12,6,522,1,3,2,10,0,18,0,99,1,246,13,189,55,179,6,246,199,202,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1795,0,13,5,808,2,5,2,10,0,17,0,229,1,58,4,43,19,48,2,58,47,46,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1383,0,215,141,1448,1,3,58,122,45,138,0,327,0,2,0,1,6,2,0,2,2,2,237,357,1,293,47,0,7,10,85,173,0,179,483,Alto,sintetico
1892,0,65,71,1697,1,5,0,62,0,87,0,322,0,0,0,0,0,0,0,0,0,0,471,731,68,740,0,53,28,87,282,578,1,372,44,Alto,sintetico
689,3,239,160,42,1,2,1,223,41,237,15,246,1,153,18,139,1,141,1,153,117,127,234,269,0,276,0,0,5,8,34,820,0,719,496,Alto,sintetico
1293,0,0,1,505,0,2,0,0,8,2,0,327,1,196,43,165,0,169,0,196,158,164,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
87,0,255,162,1012,0,3,13,208,81,130,9,276,1,302,85,246,68,263,27,302,246,256,502,747,95,743,61,65,39,77,276,393,0,567,47,Alto,sintetico
1786,0,141,70,927,1,4,0,137,0,173,0,326,1,235,0,215,0,214,0,235,188,193,228,322,0,337,0,0,8,9,61,507,0,788,442,Alto,sintetico
248,1,270,183,1622,1,3,0,258,0,292,0,70,1,218,0,200,0,195,0,218,176,180,36,50,0,53,0,0,0,1,28,338,0,98,724,Alto,sintetico
1364,2,224,141,1431,1,4,0,210,0,246,0,198,0,0,0,0,0,0,0,0,0,0,354,619,0,630,0,0,16,55,190,788,1,378,151,Alto,sintetico
758,0,65,68,682,2,4,0,62,0,90,0,327,0,0,0,0,0,0,0,0,0,0,247,499,8,505,0,8,6,10,193,777,1,436,278,Alto,sintetico
1485,0,187,100,1545,1,3,0,165,2,205,0,322,0,2,0,3,0,3,0,2,2,2,441,618,4,632,0,2,19,37,148,339,1,560,151,Alto,sintetico
667,2,12,5,1749,2,3,3,8,0,16,0,157,1,158,0,137,45,131,0,158,126,130,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1579,1,12,6,1287,2,4,1,10,0,18,0,31,1,199,0,167,18,161,0,199,161,164,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1640,1,10,4,601,2,4,0,10,0,18,0,91,1,134,31,107,0,119,14,134,103,109,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
960,0,8,1,1449,0,5,1,8,1,14,0,296,1,45,7,39,8,45,1,45,38,35,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1649,0,10,3,1625,0,4,3,6,10,4,0,327,1,328,83,243,93,252,0,328,267,279,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
429,0,6,2,1576,1,3,0,6,4,10,0,327,1,298,56,270,36,273,10,298,244,253,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1743,0,221,161,297,1,3,3,211,31,218,10,223,0,0,0,0,0,0,0,0,0,0,192,345,43,334,0,6,3,14,106,613,1,427,472,Alto,sintetico
1708,0,75,78,205,2,3,0,71,0,100,0,327,0,0,0,0,0,0,0,0,0,0,362,589,0,602,0,0,11,43,170,675,1,346,179,Alto,sintetico
95,0,91,97,601,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,194,402,16,403,0,15,4,31,125,862,1,290,388,Alto,sintetico
1486,0,92,98,760,1,4,0,88,1,124,0,327,0,7,0,8,0,9,0,7,6,6,171,301,30,299,0,27,3,5,75,599,0,176,496,Alto,sintetico
1976,0,110,106,330,1,5,0,105,0,142,0,299,0,0,0,0,0,0,0,0,0,0,87,89,0,93,0,0,3,0,11,149,1,665,686,Alto,sintetico
1946,0,91,97,894,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,381,641,59,646,0,46,20,13,251,177,2,430,149,Alto,sintetico
933,0,163,129,725,1,4,0,155,0,192,0,226,0,64,0,62,0,58,0,64,48,52,148,248,0,258,0,0,1,11,69,873,0,207,517,Alto,sintetico
1247,0,91,97,1375,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,165,246,0,255,0,0,3,4,49,215,1,544,520,Alto,sintetico
1198,0,86,95,560,1,4,0,83,5,114,2,327,0,0,0,0,0,0,0,0,0,0,441,692,0,704,0,0,43,62,253,466,3,525,77,Alto,sintetico
1112,0,190,113,382,1,2,4,161,0,202,0,298,1,126,0,117,6,106,0,126,97,107,113,169,0,161,9,0,4,6,34,701,0,896,618,Alto,sintetico
1895,1,9,3,1029,1,4,0,9,0,17,0,118,1,17,1,19,0,21,1,17,16,14,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
551,1,231,150,591,1,4,0,220,0,257,0,157,1,211,0,192,0,187,0,211,172,172,313,510,0,522,0,0,12,22,153,314,0,899,260,Alto,sintetico
246,0,237,161,1356,1,4,18,208,52,202,7,327,0,134,35,111,5,123,0,134,103,111,392,590,2,589,10,0,17,24,148,508,0,258,194,Alto,sintetico
1611,0,91,97,1613,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,178,319,0,330,0,0,9,6,85,381,1,592,449,Alto,sintetico
1466,0,91,97,726,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,191,266,6,274,0,5,1,9,47,693,1,333,505,Alto,sintetico
1188,0,57,55,867,1,2,0,53,63,54,0,232,1,269,20,235,0,234,0,269,219,228,335,513,11,520,0,0,5,23,124,638,0,454,265,Alto,sintetico
955,7,87,90,886,1,3,0,84,0,119,0,299,0,0,0,0,0,0,0,0,0,0,255,471,0,481,0,0,10,9,134,437,1,673,301,Alto,sintetico
1762,0,91,97,506,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,329,451,0,463,0,0,15,12,107,228,1,713,319,Alto,sintetico
900,0,124,103,921,1,4,0,115,0,154,0,304,0,7,0,9,0,9,0,7,6,7,150,206,0,212,0,0,0,7,31,745,0,445,562,Alto,sintetico
1134,2,10,4,546,0,3,0,10,2,15,0,85,1,191,5,172,0,168,0,191,155,157,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
437,0,87,92,564,1,3,0,83,0,118,0,327,0,0,0,0,0,0,0,0,0,0,469,739,0,745,0,0,24,80,272,735,1,436,35,Alto,sintetico
1756,0,91,97,895,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,192,406,0,418,0,0,3,6,133,804,1,482,364,Alto,sintetico
1947,0,8,1,1450,0,3,0,8,6,9,0,238,1,98,20,81,0,91,0,98,77,80,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1377,0,9,1,752,2,4,1,8,0,16,0,327,1,119,4,95,25,92,4,119,94,96,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
96,0,178,188,1082,2,4,32,143,10,178,4,220,0,49,1,21,27,23,0,49,38,41,188,464,0,427,40,0,7,14,186,530,1,198,354,Alto,sintetico
239,2,202,166,1698,3,5,33,136,20,174,6,153,1,282,51,244,54,241,29,282,231,241,350,492,38,451,24,12,18,15,113,106,0,577,357,Alto,sintetico
1715,0,91,97,82,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,439,674,2,685,0,2,26,31,249,232,1,417,96,Alto,sintetico
700,0,90,97,1339,1,5,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,404,642,55,644,0,44,10,44,194,695,1,492,152,Alto,sintetico
1628,0,124,151,334,2,3,23,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,246,336,0,309,23,0,7,13,58,341,1,762,470,Alto,sintetico
645,0,10,3,581,1,3,2,8,0,15,0,244,1,83,1,64,32,71,0,83,65,67,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
243,0,93,100,149,2,4,0,90,0,127,0,312,0,0,0,0,0,0,0,0,0,0,462,716,32,724,0,26,24,65,249,747,1,401,60,Alto,sintetico
1010,17,302,236,436,1,3,25,249,70,257,9,92,1,109,14,85,25,87,1,109,87,89,133,254,2,257,7,0,2,6,108,676,0,137,522,Alto,sintetico
569,0,9,0,1711,1,4,0,8,0,16,0,327,1,320,38,287,21,292,4,320,262,269,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1926,0,91,97,1628,0,3,0,87,86,6,0,327,0,0,0,0,0,0,0,0,0,0,467,704,53,712,0,0,23,68,238,499,3,497,71,Alto,sintetico
1949,1,239,157,1039,1,2,7,212,0,250,0,169,1,263,0,237,9,230,0,263,214,224,92,115,0,117,2,0,1,3,24,787,0,695,663,Alto,sintetico
674,1,272,188,1425,2,3,0,260,0,294,0,58,1,134,0,128,0,119,0,134,105,108,89,116,0,121,0,0,0,1,25,298,0,131,659,Alto,sintetico
596,1,131,78,594,1,3,11,91,0,117,0,139,1,233,0,177,57,169,0,233,188,191,26,23,0,20,3,0,1,2,6,48,0,89,756,Alto,sintetico
801,1,15,5,855,1,3,3,11,0,19,0,98,1,82,0,50,26,50,0,82,66,66,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
479,0,4,0,1664,0,4,0,4,3,10,0,327,1,316,39,287,3,293,2,316,259,265,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
1897,0,0,0,437,0,4,0,0,9,0,0,327,1,233,50,191,1,212,0,233,184,191,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
464,0,193,140,390,2,4,30,129,5,165,1,327,1,315,40,282,51,274,27,315,259,270,441,653,12,645,40,12,23,37,187,459,1,574,136,Alto,sintetico
1681,0,8,3,1612,0,4,3,5,7,5,0,327,1,328,59,248,93,253,0,328,267,279,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
371,1,4,2,1693,2,4,0,4,0,12,0,142,1,86,4,81,0,80,4,86,67,73,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,sintetico
310,0,248,163,522,2,3,17,207,0,245,0,190,1,39,0,37,9,37,0,39,34,33,41,73,0,70,6,0,2,2,26,426,0,966,707,Alto,sintetico
