user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
1991,0,179,97,69,1,4,0,156,0,198,0,327,1,351,99,312,116,305,64,351,290,302,250,481,0,487,0,0,5,16,148,85,0,586,294,0,Baixo,0
1992,0,91,97,1070,1,2,0,87,77,62,0,327,1,351,99,312,116,305,64,351,290,302,213,305,0,320,0,0,6,11,72,828,0,132,458,0,Médio,0
1993,0,91,97,312,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,85,83,0,87,0,0,3,0,9,147,1,718,691,0,Médio,0
1994,0,91,97,394,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,149,367,0,384,0,0,10,9,141,663,0,818,396,0,Baixo,0
1995,1,12,6,307,2,4,3,9,0,17,0,111,0,237,0,205,68,200,0,237,190,195,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1996,42,344,262,546,1,2,0,281,107,308,26,13,0,101,0,93,0,86,0,101,80,87,84,118,0,123,0,0,6,3,33,73,0,599,657,1,Alto,0
1997,0,91,97,1023,3,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,193,307,0,322,0,0,9,3,67,13,0,872,456,0,Baixo,0
1998,0,7,1,126,1,4,0,7,0,15,0,327,0,186,0,166,0,157,0,186,151,152,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1999,1,14,7,459,1,4,0,14,3,19,0,126,0,139,11,127,2,125,1,139,107,113,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
679,0,9,2,15,1,4,1,8,0,15,0,293,0,314,77,282,27,287,29,314,256,272,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
957,0,183,191,260,1,4,30,132,16,157,4,321,0,291,18,226,80,222,4,291,238,247,318,522,21,482,50,3,12,28,132,648,0,194,305,1,Alto,1
811,0,5,1,1549,2,2,0,5,0,13,0,327,0,269,0,242,0,237,0,269,217,227,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
669,1,10,4,448,2,4,0,10,0,17,0,86,0,156,0,149,0,145,0,156,120,128,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1204,0,181,97,620,1,4,0,160,0,202,0,323,0,259,8,227,10,223,5,259,209,216,265,433,0,445,0,0,5,13,148,155,0,629,338,1,Alto,1
1575,0,18,8,1573,1,4,7,10,2,16,0,112,0,259,18,216,82,214,0,259,209,216,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
178,0,220,144,1081,1,2,0,205,0,242,0,188,0,162,0,148,0,140,0,162,130,134,80,128,0,133,0,0,1,5,45,214,0,64,644,1,Alto,1
662,1,247,171,74,1,3,4,234,52,232,10,267,0,167,41,144,3,146,9,167,132,136,260,456,44,451,0,6,6,24,121,870,0,277,342,1,Alto,1
243,0,3,1,313,2,3,0,2,0,10,0,327,0,53,4,51,7,56,4,53,41,41,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1301,0,0,1,215,1,2,0,0,0,8,0,327,0,30,0,39,0,39,0,30,25,25,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1569,0,11,2,289,1,5,2,9,0,17,0,300,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
65,0,1,1,1602,1,3,0,1,0,9,0,327,0,301,0,286,0,279,0,301,248,255,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1193,0,6,0,735,2,6,0,6,0,14,0,327,0,55,10,56,0,63,10,55,42,42,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
515,1,10,2,680,1,5,0,10,0,18,0,138,0,151,39,118,0,132,29,151,120,126,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1844,0,12,5,1533,2,4,0,12,1,18,0,122,0,35,9,35,2,44,4,35,33,27,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1188,0,5,0,437,2,2,0,5,0,13,0,327,0,37,0,47,0,46,0,37,29,31,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1929,1,179,177,262,1,3,0,171,0,207,0,67,0,215,0,193,0,187,0,215,172,180,380,614,0,624,0,0,13,34,213,441,1,369,155,1,Alto,1
1050,0,66,63,1051,0,3,5,58,51,15,0,200,1,351,99,312,116,305,64,351,290,302,436,697,22,692,40,0,19,61,261,698,1,107,87,1,Alto,1
685,4,242,163,44,1,2,1,225,44,239,15,237,0,153,18,140,1,141,1,153,117,127,229,268,0,275,0,0,5,8,35,822,0,723,496,1,Alto,1
1868,2,232,152,994,1,4,22,198,1,237,1,206,0,45,0,44,8,43,0,45,36,37,213,395,0,390,15,0,3,6,123,178,0,161,391,1,Alto,1
701,11,165,89,1135,1,3,15,127,0,165,0,235,0,136,0,89,36,84,0,136,108,112,251,363,0,331,30,0,9,21,80,384,0,778,446,1,Alto,1
359,1,12,5,484,1,2,0,12,1,19,0,108,0,75,3,74,0,69,0,75,60,62,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
76,1,11,3,223,1,3,0,11,0,19,0,161,0,221,0,203,0,197,0,221,181,180,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1708,0,294,192,837,1,5,66,167,25,193,2,327,0,342,90,292,107,286,49,342,281,293,193,340,45,261,43,33,9,16,91,692,0,872,539,1,Alto,1
314,0,116,137,1103,1,3,14,87,0,124,0,327,0,245,47,224,55,219,30,245,199,208,49,52,0,54,1,0,0,6,6,954,0,730,722,1,Alto,1
217,2,220,172,1721,3,5,41,139,25,178,8,161,0,282,63,242,67,239,36,282,231,241,340,466,48,412,30,15,17,15,93,86,0,560,401,1,Alto,1
650,1,9,3,807,0,2,1,8,7,8,0,137,0,112,12,93,7,92,0,112,88,91,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1882,1,9,2,941,1,4,0,9,0,17,0,196,0,283,0,265,0,257,0,283,231,242,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1658,1,12,5,413,0,2,0,12,2,17,0,97,0,140,32,113,1,126,6,140,108,114,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
499,2,5,4,1680,2,3,0,4,0,12,0,69,0,124,0,113,12,105,0,124,96,105,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1343,0,6,1,735,0,2,0,6,0,14,0,327,0,194,25,171,0,167,6,194,157,159,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
156,0,165,237,1136,1,3,51,125,16,154,7,159,0,81,2,37,42,39,0,81,62,68,162,434,0,370,63,0,4,10,194,613,0,77,410,1,Alto,1
453,0,143,97,237,1,3,0,127,0,168,0,327,0,295,0,274,0,268,0,295,237,249,106,146,0,149,0,0,2,4,39,663,0,181,630,1,Alto,1
1478,1,175,128,1537,1,3,0,158,0,198,0,222,0,319,64,282,75,276,41,319,262,272,363,672,0,684,0,0,17,66,239,768,0,541,96,1,Alto,1
941,1,300,221,456,1,2,49,222,72,207,3,161,0,185,16,135,51,129,3,185,149,153,159,174,4,166,15,0,4,5,32,647,1,46,617,1,Alto,1
1075,2,7,3,215,2,5,0,7,0,15,0,35,0,158,0,146,0,134,0,158,125,131,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
426,1,302,227,186,1,3,65,245,18,267,2,118,0,168,7,130,47,125,0,168,133,138,323,566,5,515,53,0,8,42,186,654,0,189,269,1,Alto,1
1639,18,23,18,1543,2,4,4,17,15,23,5,29,0,300,53,264,98,258,34,300,246,254,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1650,0,6,3,448,1,5,2,3,0,11,0,263,0,322,53,299,62,286,34,322,266,277,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
983,0,7,0,1495,1,4,0,7,0,15,0,327,0,86,2,86,1,80,0,86,68,72,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1835,0,213,123,1237,0,3,0,195,93,104,0,246,0,203,38,171,0,179,0,203,165,166,391,580,25,589,0,0,13,37,170,312,0,654,198,1,Alto,1
429,1,7,4,1624,2,3,2,5,0,13,0,82,0,131,0,111,20,102,0,131,102,110,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1807,0,297,234,498,2,4,84,189,44,193,15,312,0,210,50,138,80,151,18,210,170,174,337,502,53,420,71,9,13,16,122,288,0,706,392,1,Alto,1
1666,1,91,97,488,1,3,0,87,0,125,0,325,0,294,21,280,0,272,16,294,240,253,178,331,5,345,0,5,8,12,86,543,0,210,437,1,Alto,1
220,0,9,1,1708,2,4,0,9,1,16,0,327,0,30,18,27,0,39,5,30,28,24,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1661,0,5,4,353,2,6,4,1,0,9,0,224,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1973,1,279,190,1601,1,2,38,216,0,254,0,205,0,173,0,150,41,143,0,173,139,145,312,472,0,455,20,0,5,29,132,844,0,148,324,1,Alto,1
1287,0,182,99,1469,0,3,0,159,89,93,0,322,0,199,26,172,0,174,0,199,162,164,446,659,38,666,0,0,29,40,202,140,0,800,118,1,Alto,1
1544,20,21,16,209,1,5,2,17,20,18,4,105,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1000,6,228,153,1737,1,4,1,215,39,227,10,249,0,170,25,142,1,151,3,170,137,140,169,241,29,232,0,2,8,5,52,37,0,922,563,1,Alto,1
1125,0,269,187,530,1,2,23,211,0,248,0,170,0,152,0,121,34,109,0,152,119,125,193,344,0,271,54,0,8,11,98,663,1,804,504,1,Alto,1
1906,1,10,4,921,1,3,0,10,0,18,0,85,0,295,0,287,0,272,0,295,242,253,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
538,0,7,0,202,1,4,0,7,0,15,0,327,0,144,0,139,0,132,0,144,114,115,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
33,0,320,239,1537,1,2,84,226,61,212,18,327,1,351,99,312,116,305,64,351,290,302,343,601,23,499,82,0,26,11,233,497,1,452,285,1,Alto,1
1636,15,17,12,1632,2,5,2,13,12,20,4,182,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1436,0,9,3,1412,1,2,1,7,0,15,0,240,0,231,0,203,33,197,0,231,185,189,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1135,4,69,72,863,1,2,0,66,41,79,0,251,0,298,48,263,41,259,22,298,244,254,305,502,7,510,0,0,7,17,129,564,1,503,273,1,Alto,1
428,0,136,172,1087,1,4,8,128,52,140,20,253,0,312,86,270,31,275,24,312,256,268,91,163,23,150,2,2,0,7,48,925,0,102,644,1,Alto,1
1924,1,282,200,1465,1,2,68,175,0,218,0,303,0,261,12,221,88,216,8,261,211,218,268,396,0,355,37,0,4,15,70,898,0,119,423,1,Alto,1
758,0,9,3,28,1,3,0,9,0,17,0,166,0,198,0,179,0,174,0,198,160,162,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1116,1,298,212,562,1,2,47,210,0,248,0,172,0,135,0,94,43,86,0,135,105,110,253,421,0,349,65,0,10,16,117,673,1,838,428,1,Alto,1
481,0,168,97,162,1,3,0,146,0,188,0,327,0,313,0,297,0,289,0,313,251,265,111,170,0,173,0,0,2,5,49,638,0,82,607,1,Alto,1
1843,1,237,150,1571,1,4,0,221,0,259,0,171,0,130,0,126,0,116,0,130,99,107,179,284,0,295,0,0,4,9,92,301,0,325,480,1,Alto,1
1211,0,8,0,525,2,3,0,8,0,16,0,327,0,40,3,46,0,48,3,40,32,32,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
163,1,10,3,922,2,3,0,10,0,18,0,129,0,47,0,51,5,52,0,47,37,37,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
193,1,280,204,881,2,4,65,179,9,217,3,288,0,341,13,287,97,277,3,341,281,293,145,245,3,185,42,0,4,7,63,867,0,74,597,1,Alto,1
1543,24,268,234,232,1,3,14,204,64,235,15,128,1,351,99,312,116,305,64,351,290,302,92,121,0,117,4,0,2,1,23,683,0,587,660,1,Alto,1
727,0,7,0,981,2,5,0,7,0,15,0,327,0,203,0,185,0,179,0,203,166,166,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1734,0,14,4,484,1,3,4,10,0,18,0,327,0,73,0,51,28,53,0,73,57,58,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
620,1,209,116,939,1,5,0,188,0,231,0,260,0,104,0,96,0,88,0,104,82,88,239,371,0,386,0,0,18,15,77,269,0,677,394,1,Alto,1
320,1,6,3,469,1,3,0,6,1,13,1,145,0,114,5,104,0,98,0,114,87,97,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1062,0,44,32,817,2,4,0,41,0,52,0,137,0,175,0,151,0,150,0,175,140,143,479,745,1,751,0,1,31,86,275,767,0,274,27,1,Alto,1
698,0,10,4,525,1,3,1,8,1,15,0,270,0,111,12,86,24,94,1,111,89,88,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1789,0,94,102,1199,1,5,0,90,4,125,1,321,0,223,55,180,0,200,40,223,179,186,209,324,41,316,0,37,4,16,58,558,0,397,482,1,Alto,1
284,0,9,2,203,2,5,1,8,0,15,0,327,0,64,11,46,13,54,8,64,50,49,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
576,1,175,115,232,1,5,3,153,0,194,0,281,0,127,35,99,3,119,28,127,98,102,84,100,12,92,2,12,2,4,19,352,0,872,694,1,Alto,1
781,1,12,4,808,1,3,2,10,0,18,0,139,0,61,0,45,19,45,0,61,49,47,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
459,0,272,166,675,1,3,43,178,0,219,0,283,0,302,0,265,74,254,0,302,247,256,437,661,0,644,59,0,23,44,207,346,2,607,135,1,Alto,1
1705,0,91,97,508,1,2,0,87,0,124,0,326,0,302,4,293,0,283,3,302,247,261,175,335,1,351,0,1,9,12,90,419,0,241,429,1,Alto,1
571,0,9,0,1711,1,4,0,8,0,16,0,327,0,319,38,287,22,291,4,319,262,269,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1708,0,8,2,652,1,3,0,7,0,15,0,327,0,44,2,48,5,50,1,44,38,35,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
206,0,8,1,503,1,3,0,8,0,16,0,293,0,234,12,204,1,201,4,234,188,195,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
334,1,231,151,424,1,3,0,219,3,254,0,166,0,27,0,36,0,35,0,27,25,23,14,14,0,18,0,0,0,0,8,372,0,945,758,1,Alto,1
665,1,208,116,941,1,5,0,187,0,230,0,262,0,103,0,94,0,87,0,103,81,87,247,367,0,382,0,0,16,15,73,263,0,674,398,1,Alto,1
1552,3,93,100,436,2,5,0,89,0,127,0,322,0,264,67,237,0,231,52,264,215,224,185,318,18,323,0,18,4,12,71,894,0,117,464,1,Alto,1
228,0,95,103,1280,2,5,0,92,0,129,0,299,0,218,35,191,0,188,29,218,177,181,189,237,13,238,0,13,4,6,48,472,0,901,543,1,Alto,1
1936,0,10,2,1734,1,3,1,9,0,17,0,252,0,240,0,213,37,206,0,240,195,201,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
931,1,3,3,340,2,4,0,3,0,11,0,34,0,195,0,177,0,168,0,195,156,161,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
875,0,10,3,1323,2,5,1,8,1,15,0,327,0,60,15,54,8,66,5,60,45,46,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1496,1,12,3,1060,2,6,0,12,0,20,0,80,0,164,57,109,0,149,44,164,129,131,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1978,0,7,0,111,1,4,0,7,0,15,0,327,0,178,12,150,0,152,9,178,144,145,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1232,6,274,194,1322,2,4,24,230,20,251,3,190,1,351,99,312,116,305,64,351,290,302,402,604,30,582,38,24,20,37,175,446,0,320,207,1,Alto,1
792,1,8,2,844,2,4,0,8,0,16,0,201,0,52,0,57,0,59,0,52,42,40,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1176,0,154,179,1318,1,5,27,104,6,140,0,292,1,351,99,312,116,305,64,351,290,302,86,127,9,94,18,9,5,2,23,98,0,271,690,1,Alto,1
1912,0,8,0,1576,0,3,0,8,4,11,0,327,0,120,14,106,0,105,0,120,95,98,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
251,1,289,185,656,2,4,48,188,0,228,0,237,0,104,11,54,36,55,8,104,83,84,423,717,15,706,73,12,31,35,274,285,1,459,78,1,Alto,1
1347,0,300,191,1134,2,3,72,166,26,197,0,327,1,351,99,312,116,305,64,351,290,302,137,201,1,146,35,0,3,7,47,79,0,230,629,1,Alto,1
312,1,203,166,1655,1,3,0,197,0,233,0,89,0,187,0,172,0,164,0,187,149,160,368,599,0,613,0,0,23,18,212,354,1,608,166,1,Alto,1
1787,0,108,87,1089,1,5,0,105,0,141,0,327,0,222,34,188,0,200,26,222,178,184,215,326,25,327,0,25,5,14,60,534,0,529,463,1,Alto,1
415,1,10,1,680,1,5,0,10,0,17,0,213,0,139,55,103,2,119,36,139,109,117,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1332,15,253,167,606,2,4,35,198,0,237,0,229,0,234,0,211,39,207,0,234,188,193,148,295,0,238,35,0,3,6,93,120,0,682,537,1,Alto,1
1765,0,12,2,117,1,6,2,10,4,13,0,268,0,109,34,62,34,76,24,109,86,90,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1635,3,169,159,1133,1,4,23,147,0,185,0,160,0,40,0,38,13,39,0,40,33,36,300,470,0,467,16,0,9,18,158,274,1,375,316,1,Alto,1
1573,0,13,3,713,2,3,4,9,0,17,0,327,0,196,0,157,59,148,0,196,157,161,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
117,8,309,217,654,2,4,80,185,0,228,0,287,0,349,58,303,114,293,37,349,288,300,136,245,0,187,45,0,5,8,75,729,0,159,593,1,Alto,1
1470,1,14,5,1040,2,5,1,12,1,19,1,36,0,229,19,200,19,204,16,229,184,187,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
531,0,9,1,242,1,4,1,7,1,14,0,327,0,125,4,108,12,109,0,125,98,99,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
270,0,65,59,1047,1,2,0,61,0,88,0,327,0,112,0,97,0,99,0,112,87,93,78,141,0,145,0,0,0,5,41,880,0,233,633,1,Alto,1
1916,1,10,3,1185,1,3,0,10,0,18,0,160,0,32,1,40,0,40,0,32,27,26,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1185,0,305,213,221,2,4,61,214,0,250,0,189,0,108,15,66,39,67,12,108,85,86,458,659,31,638,71,25,25,45,183,469,1,589,146,1,Alto,1
498,31,313,233,146,1,2,1,261,84,290,20,58,0,168,2,148,0,142,0,168,134,139,119,252,0,259,0,0,6,5,75,863,0,788,514,1,Alto,1
1511,0,123,150,951,0,3,19,90,45,66,0,306,1,351,99,312,116,305,64,351,290,302,495,772,36,768,49,0,35,104,316,744,1,370,11,1,Alto,1
1397,1,172,120,1606,1,3,7,141,0,181,0,326,0,345,66,306,110,297,42,345,284,296,373,715,0,719,30,0,19,87,256,894,1,574,62,1,Alto,1
1152,4,11,5,533,1,4,0,11,3,18,0,80,0,201,0,182,0,175,0,201,163,165,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
699,0,0,0,1390,2,5,0,0,0,8,0,327,0,139,0,133,0,126,0,139,106,113,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1955,1,6,4,1001,2,5,0,6,0,14,0,36,0,243,33,186,40,184,18,243,194,201,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1073,1,257,177,1360,1,2,0,247,5,277,2,104,0,176,4,160,0,154,1,176,143,143,132,188,0,194,0,0,2,10,37,825,0,100,579,1,Alto,1
1934,21,289,206,449,1,2,0,251,54,283,13,86,0,174,0,154,0,149,0,174,140,147,84,157,0,163,0,0,4,2,61,102,0,425,615,1,Alto,1
779,0,3,4,669,2,2,3,0,0,8,0,327,0,333,86,273,94,271,42,333,272,284,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
325,0,55,45,1023,1,2,0,52,0,75,0,327,0,98,0,80,0,83,0,98,76,81,78,161,0,166,0,0,0,4,53,863,0,79,613,1,Alto,1
347,0,263,153,904,1,3,41,166,15,203,0,327,1,351,99,312,116,305,64,351,290,302,208,456,1,424,46,0,11,7,128,724,0,470,358,1,Alto,1
643,1,298,192,76,1,4,63,186,2,227,0,301,0,234,1,176,72,170,0,234,187,192,90,138,0,118,16,0,1,6,30,864,0,551,661,1,Alto,1
231,23,227,135,968,0,4,9,189,78,121,0,224,0,132,14,112,7,113,0,132,101,107,494,767,65,771,15,0,47,91,308,478,0,538,10,1,Alto,1
160,2,270,185,923,1,5,0,257,5,284,0,65,0,201,46,167,0,178,36,201,162,167,473,667,67,670,0,52,33,40,194,311,0,398,123,1,Alto,1
749,0,13,6,445,2,2,4,8,1,14,0,327,0,350,98,311,115,304,63,350,289,301,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1319,1,272,231,1471,2,3,68,186,29,203,9,277,0,319,68,278,105,272,44,319,262,272,204,425,60,294,59,16,9,11,144,389,0,652,541,1,Alto,1
1222,0,8,1,423,2,2,0,8,0,16,0,327,0,30,0,39,0,38,0,30,25,25,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
418,0,1,1,209,1,4,0,0,0,8,0,306,0,309,10,299,11,289,6,309,255,265,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
535,0,212,153,214,1,4,38,142,0,183,0,313,0,246,0,198,44,192,0,246,197,204,87,115,0,104,9,0,1,4,24,804,0,480,674,1,Alto,1
769,1,131,156,1429,1,2,2,125,0,161,0,101,1,351,99,312,116,305,64,351,290,302,172,208,2,214,1,2,3,9,29,564,0,196,563,1,Alto,1
81,1,11,3,213,1,4,0,11,0,19,0,168,0,217,0,200,0,194,0,217,178,176,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1604,1,10,3,729,2,5,0,10,0,18,0,77,0,124,28,100,0,109,19,124,97,100,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1402,1,88,87,1336,1,4,0,87,0,120,0,222,0,271,0,243,0,237,0,271,220,230,82,122,0,126,0,0,1,6,24,974,0,20,648,1,Alto,1
1882,0,120,101,1165,1,3,0,110,0,148,0,310,0,29,0,39,0,38,0,29,24,27,364,540,0,554,0,0,17,25,162,214,1,293,226,1,Alto,1
1782,0,12,2,155,1,6,2,10,1,16,0,244,0,139,46,74,46,91,34,139,109,115,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1374,0,9,0,1056,0,5,0,9,7,9,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
500,1,225,143,138,1,5,2,207,25,228,3,242,0,185,42,151,0,168,25,185,146,152,259,461,41,459,0,27,4,21,125,749,0,353,332,1,Alto,1
910,9,229,152,1191,1,4,1,213,12,245,2,194,0,278,51,248,60,241,33,278,228,235,8,10,0,10,0,0,0,1,6,226,0,114,766,1,Alto,1
1858,3,264,179,1724,1,3,0,250,0,285,0,82,0,108,1,106,0,97,1,108,83,90,217,313,1,327,0,1,2,14,84,398,0,546,451,1,Alto,1
780,1,202,113,938,1,4,0,181,0,224,0,277,0,85,0,77,0,74,0,85,67,71,276,352,0,369,0,0,9,15,64,256,0,585,411,1,Alto,1
1304,0,11,5,321,1,3,1,9,0,17,0,117,0,165,1,136,48,131,0,165,131,135,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1260,0,6,1,376,1,2,0,6,0,14,0,327,0,33,0,42,0,41,0,33,27,27,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1935,0,82,87,1713,2,6,3,78,8,105,0,327,0,315,96,271,29,289,61,315,261,269,69,96,13,84,4,11,2,1,22,482,0,685,702,1,Alto,1
1817,1,289,250,809,1,4,75,229,13,257,3,101,0,72,0,31,37,30,0,72,55,58,261,413,10,354,53,3,7,13,94,466,0,527,430,1,Alto,1
1220,1,12,5,1669,1,4,0,12,1,18,0,98,0,75,37,54,0,71,24,75,61,62,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1835,13,334,254,752,1,3,57,270,32,301,8,35,0,79,0,53,21,50,0,79,60,65,220,338,0,304,39,0,7,9,82,284,0,486,476,1,Alto,1
557,1,11,6,598,1,4,0,11,0,19,0,29,0,212,0,185,11,178,0,212,173,172,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
768,0,138,173,518,0,3,23,94,88,11,5,327,0,327,73,250,90,253,12,327,267,279,329,499,17,470,56,0,10,31,167,844,0,358,317,1,Alto,1
1238,0,4,0,521,2,4,0,4,0,12,0,327,0,20,9,24,0,24,9,20,17,17,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1276,0,185,102,1475,0,3,0,163,86,100,0,314,0,195,26,169,0,170,0,195,159,161,448,662,37,670,0,0,29,42,204,145,0,787,115,1,Alto,1
1535,27,278,238,209,1,2,12,214,70,245,16,110,1,351,99,312,116,305,64,351,290,302,94,125,0,122,4,0,2,1,24,678,0,581,655,1,Alto,1
1011,0,115,62,781,1,4,0,113,0,151,0,254,0,38,0,32,0,34,0,38,30,31,243,446,0,457,0,0,8,13,152,411,0,194,325,1,Alto,1
1369,0,167,89,139,2,3,0,158,8,194,2,294,0,215,34,193,0,187,6,215,174,181,298,615,0,624,0,0,19,26,195,700,0,878,154,1,Alto,1
1052,2,13,5,173,2,4,1,12,0,20,0,35,0,138,0,121,17,110,0,138,108,115,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1522,0,10,1,877,2,4,1,9,0,17,0,327,0,154,25,107,24,120,19,154,120,125,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1218,5,235,152,1381,0,4,25,182,70,147,3,320,0,269,59,236,52,234,28,269,221,227,458,669,53,644,39,25,26,44,208,150,0,609,148,1,Alto,1
1706,0,8,1,605,1,3,0,7,0,15,0,327,0,45,1,49,5,50,0,45,38,35,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,1
1178,0,120,65,62,2,2,7,111,8,140,2,248,0,296,68,261,36,257,27,296,242,252,320,640,0,631,22,0,22,23,225,515,0,867,147,1,Alto,1
